region_id,area,perimeter,centroid_y,centroid_x,bbox_min_row,bbox_min_col,bbox_max_row,bbox_max_col,width,height,solidity,extent,aspect_ratio,mean_brightness,std_brightness,min_brightness,mean_red,mean_green,mean_blue
12,102,40.87005768508881,82.22549019607843,495.7352941176471,74,491,90,501,10,16,0.9272727272727272,0.6375,1.5999999984,0.1288606971502304,0.023205682635307312,0.0784313753247261,0.12556709349155426,0.10995776206254959,0.15105730295181274
27,96,38.87005768508881,150.41666666666666,16.989583333333332,144,12,158,23,11,14,0.8888888888888888,0.6233766233766234,1.2727272715702478,0.07208605855703354,0.04068462550640106,0.0,0.08647877722978592,0.06768793612718582,0.06209154799580574
83,94,35.798989873223334,544.4893617021277,148.88297872340425,540,143,550,156,13,10,0.912621359223301,0.7230769230769231,0.7692307686390532,0.09079405665397644,0.05524973198771477,0.0,0.1402588039636612,0.07705476135015488,0.055068884044885635
23,91,41.941125496954285,127.43956043956044,57.857142857142854,119,52,135,65,13,16,0.8921568627450981,0.4375,1.230769229822485,0.07397831231355667,0.042287230491638184,0.0,0.07998273521661758,0.07209654897451401,0.06985561549663544
80,88,47.76955262170047,526.9431818181819,474.71590909090907,519,469,536,481,12,17,0.6929133858267716,0.43137254901960786,1.416666665486111,0.10705585032701492,0.06112423166632652,0.0,0.16020505130290985,0.09683606028556824,0.06412661820650101
35,85,40.87005768508881,217.88235294117646,292.5529411764706,214,285,223,302,17,9,0.8673469387755102,0.5555555555555556,0.5294117643944637,0.10366782546043396,0.05800984799861908,0.0,0.16318342089653015,0.09388704597949982,0.05393310263752937
84,81,34.04163056034261,547.4074074074074,180.45679012345678,543,175,554,188,13,11,0.9101123595505618,0.5664335664335665,0.8461538455029586,0.08340191841125488,0.05206538364291191,0.01568627543747425,0.1318809539079666,0.06976522505283356,0.04855967313051224
14,75,37.45584412271571,88.88,108.45333333333333,85,101,93,117,16,8,0.8333333333333334,0.5859375,0.4999999996875,0.09077125042676926,0.033539704978466034,0.04313725605607033,0.09202612191438675,0.08298039436340332,0.09730715304613113
79,74,32.62741699796952,516.5405405405405,298.7567567567568,511,294,522,306,12,11,0.9135802469135802,0.5606060606060606,0.9166666659027777,0.08634517341852188,0.06229298189282417,0.0,0.1526762843132019,0.07731859385967255,0.029040807858109474
10,70,33.45584412271571,49.7,362.8285714285714,45,357,56,368,11,11,0.8641975308641975,0.5785123966942148,0.999999999090909,0.07839402556419373,0.046465273946523666,0.01568627543747425,0.12078440189361572,0.06857147067785263,0.04582633078098297
17,70,30.627416997969522,101.2,96.08571428571429,97,92,108,102,10,11,0.958904109589041,0.6363636363636364,1.0999999989,0.06819795072078705,0.04288525506854057,0.0,0.0734453871846199,0.06487397104501724,0.06627452373504639
